date,AMD,AMG,EQIX,JKHY,NEM,portfolio_value
2016-07-20 00:00:00+00:00,5.41,146.61,379.45,88.05,39.29,798.3604364
2016-07-21 00:00:00+00:00,5.22,145.94,372.56,87.44,40.52,798.1075453
2016-07-22 00:00:00+00:00,5.84,145.73,376.86,88.09,41.27,805.5959668
2016-07-25 00:00:00+00:00,6.7,144.4,376.33,88.53,40.13,801.3399317
2016-07-26 00:00:00+00:00,6.98,144.94,377.44,89.37,41.13,809.5860071
2016-07-27 00:00:00+00:00,6.85,145.84,373.74,89.58,42.32,815.4863719
2016-07-28 00:00:00+00:00,6.82,146.32,380.17,89.13,42.67,819.5907795
2016-07-29 00:00:00+00:00,6.86,146.78,372.87,89.25,44,824.4056303
2016-08-01 00:00:00+00:00,6.64,144.49,378.97,89.4,44.16,820.4773409
2016-08-02 00:00:00+00:00,6.26,141.03,373.46,88.68,45.86,814.6174224
2016-08-03 00:00:00+00:00,6.3,143.63,370.34,88.03,45.02,816.0073065
2016-08-04 00:00:00+00:00,6.47,142.22,371.4,88.33,44.91,813.3756947
2016-08-05 00:00:00+00:00,6.61,146.28,365.5,88.98,44.43,821.1904577
2016-08-08 00:00:00+00:00,6.68,144.82,364.3,88.08,44.65,817.1768222
2016-08-09 00:00:00+00:00,6.6,144.03,367.23,88.34,45,817.5926017
2016-08-10 00:00:00+00:00,6.49,143.47,367.83,88.94,45.57,819.0839892
2016-08-11 00:00:00+00:00,6.58,143.81,367.75,88.74,45.43,819.4552849
2016-08-12 00:00:00+00:00,6.73,143.13,369.04,88.33,45.17,817.141699
2016-08-15 00:00:00+00:00,6.95,143.88,371.33,88.86,44.92,820.323193
2016-08-16 00:00:00+00:00,6.78,141.26,367.08,88.4,44.29,808.2760827
2016-08-17 00:00:00+00:00,6.68,141.8,367,85.94,44,804.8689508
2016-08-18 00:00:00+00:00,7.04,141.75,363.97,87.13,44.43,808.6150446
2016-08-19 00:00:00+00:00,7.62,141.73,366.31,87.7,44.17,811.3721679
2016-08-22 00:00:00+00:00,7.58,140.72,366.97,88.33,43.32,806.0026967
2016-08-23 00:00:00+00:00,7.67,143.65,368.14,88.73,43.15,814.0163413
2016-08-24 00:00:00+00:00,7.43,141.21,364.77,87.82,39.85,790.4481011
2016-08-25 00:00:00+00:00,7.465,140.34,363.98,88.05,40.16,789.733511
2016-08-26 00:00:00+00:00,7.67,142.49,364.72,87.6,39.93,794.7747548
2016-08-29 00:00:00+00:00,7.59,142.37,368.34,87.53,40.91,799.3983565
2016-08-30 00:00:00+00:00,7.49,143.75,368.07,87.65,38.6,792.6976291
2016-08-31 00:00:00+00:00,7.4,142.05,368.65,87.27,38.24,786.1505728
2016-09-01 00:00:00+00:00,7.35,139.81,366.76,88.2,39.43,785.8658991
2016-09-02 00:00:00+00:00,7.51,140.45,371.46,88.94,40.52,795.2800469
2016-09-06 00:00:00+00:00,7.34,141.81,377.97,88.66,42,806.1065475
2016-09-07 00:00:00+00:00,6.84,147.71,378.2,88.56,42.09,819.3909101
2016-09-08 00:00:00+00:00,6.225,147.53,373.03,88.23,41.59,812.1178921
2016-09-09 00:00:00+00:00,5.9,144.01,362.78,86.18,39.3,786.0886487
2016-09-12 00:00:00+00:00,5.94,147.68,366,87.48,40.36,802.8298394
2016-09-13 00:00:00+00:00,5.74,144.76,356.91,85.87,39.02,783.8452484
2016-09-14 00:00:00+00:00,6.04,143.91,355.29,85.24,38.6,779.8289476
2016-09-15 00:00:00+00:00,6.02,146.74,361.79,85.92,39.2,792.4875687
2016-09-16 00:00:00+00:00,6.05,144.55,358.21,85.16,38.26,780.8953542
2016-09-19 00:00:00+00:00,6.16,145.19,366.73,85.78,38.43,787.2529809
2016-09-20 00:00:00+00:00,6.17,142.85,355.01,85.93,38.15,776.5283852
2016-09-21 00:00:00+00:00,6.29,144.63,356.91,86.87,41.03,795.6754299
2016-09-22 00:00:00+00:00,6.37,147.29,360.38,87.74,40.77,803.9089164
2016-09-23 00:00:00+00:00,6.55,144.43,359.78,87.23,39.56,791.3636803
2016-09-26 00:00:00+00:00,6.32,141.16,362.4,86.4,39.26,780.5680079
2016-09-27 00:00:00+00:00,6.54,141.72,362.26,86.57,38.48,779.7621643
2016-09-28 00:00:00+00:00,6.59,143.66,362.38,86.68,39.21,788.2194134
2016-09-29 00:00:00+00:00,6.67,140.61,359.95,85.63,39.05,777.9803419
2016-09-30 00:00:00+00:00,6.91,144.7,360.25,85.55,39.29,790.4518526
2016-10-03 00:00:00+00:00,6.95,146.4,356.19,85.4,38.1,788.376104
2016-10-04 00:00:00+00:00,6.97,147.07,353.12,83.95,34.25,770.9088736
2016-10-05 00:00:00+00:00,6.78,152.79,349.03,83.74,34.59,784.5732026
2016-10-06 00:00:00+00:00,6.96,154.44,353.15,84.41,34.05,789.4124928
2016-10-07 00:00:00+00:00,6.75,153.06,351.09,83.17,33.97,782.4355502
2016-10-10 00:00:00+00:00,6.84,151.27,356.42,83.2,34.06,780.3907949
2016-10-11 00:00:00+00:00,6.5,146.64,352.8,81.3,33.85,762.6800371
2016-10-12 00:00:00+00:00,6.62,145.81,359.9,82.69,34.52,767.9745811
2016-10-13 00:00:00+00:00,6.49,142.63,361.9,82.21,34.81,760.590416
2016-10-14 00:00:00+00:00,6.75,142.34,361.72,82.68,34.23,759.0028883
2016-10-17 00:00:00+00:00,6.67,139.82,361.15,82.41,35.03,755.1261185
2016-10-18 00:00:00+00:00,6.73,141.39,365.94,82.52,36.17,765.9413412
2016-10-19 00:00:00+00:00,6.77,141.78,368.51,82.17,36.98,770.9541631
2016-10-20 00:00:00+00:00,6.96,140.98,367.98,81.85,37.01,769.2666247
2016-10-21 00:00:00+00:00,6.52,141.37,369.91,81.8,36.35,766.1498389
2016-10-24 00:00:00+00:00,7.005,142.71,372.11,82.36,35.84,770.852249
2016-10-25 00:00:00+00:00,7.5,141.77,373.22,81.57,36.59,773.1054194
2016-10-26 00:00:00+00:00,7.29,140.98,367.91,80.42,36.18,765.2881099
2016-10-27 00:00:00+00:00,7.11,138.92,351.56,79.55,34.79,746.9554868
2016-10-28 00:00:00+00:00,7.2,137.84,354.97,80.22,35.38,749.0441889
2016-10-31 00:00:00+00:00,7.23,132.66,357.28,81.02,37.04,744.7935634
2016-11-01 00:00:00+00:00,7.09,134.34,347.71,80.54,37.95,748.6804084
2016-11-02 00:00:00+00:00,6.76,131.57,346.17,80.49,37.18,736.3706664
2016-11-03 00:00:00+00:00,6.7,132.86,338.71,80.27,37.75,739.1566482
2016-11-04 00:00:00+00:00,6.56,132.29,340.52,80.37,37.8,738.0363198
2016-11-07 00:00:00+00:00,6.96,133.03,350.14,81.75,36.49,740.8636078
2016-11-08 00:00:00+00:00,7,131.75,356.25,83.87,36.06,740.5745056
2016-11-09 00:00:00+00:00,6.94,139.32,347.93,83.69,37.04,760.9125663
2016-11-10 00:00:00+00:00,6.295,147.73,330.8,83.52,34.68,763.830505
2016-11-11 00:00:00+00:00,6.685,144.33,325.05,84.58,31.59,743.0768345
2016-11-14 00:00:00+00:00,6.79,143.44,330.2,84.69,32.6,747.3641165
2016-11-15 00:00:00+00:00,6.97,142.78,336.34,84.68,33.91,754.0044508
2016-11-16 00:00:00+00:00,7.67,142.93,335.98,85.18,33.76,757.2101982
2016-11-17 00:00:00+00:00,8.46,142.6,331.14,86.55,32.7,755.3321243
2016-11-18 00:00:00+00:00,8.71,140.63,333.24,86.71,32.69,752.1951053
2016-11-21 00:00:00+00:00,8.94,143.55,335.94,88.2,33.07,764.9899617
2016-11-22 00:00:00+00:00,8.69,145.38,343.96,88.41,33.2,772.018772
2016-11-23 00:00:00+00:00,8.8,147.2,338.21,88.92,31.5,768.6516494
2016-11-25 00:00:00+00:00,8.77,148.59,339.76,88.78,31.92,774.1911822
2016-11-28 00:00:00+00:00,8.83,146.43,341.23,88.6,33.45,775.7135342
2016-11-29 00:00:00+00:00,8.93,145,343.39,88.33,33.55,773.2700319
2016-11-30 00:00:00+00:00,8.91,148.1,338.76,86.44,32.44,772.4797459
2016-12-01 00:00:00+00:00,8.39,148.44,329.42,84.58,32.27,765.0682282
2016-12-02 00:00:00+00:00,8.53,147.08,330.68,85.46,33.58,769.2977324
2016-12-05 00:00:00+00:00,8.68,149.99,332.08,86.86,33.48,779.1464578
2016-12-06 00:00:00+00:00,9.45,153.6,329.49,87.72,33.02,789.8872328
2016-12-07 00:00:00+00:00,9.56,157.81,339,89.05,33.62,808.4076146
2016-12-08 00:00:00+00:00,10.34,161.38,346.46,89.43,33.87,824.7636836
2016-12-09 00:00:00+00:00,10.34,161.11,346.03,89.48,32.79,819.3861679
2016-12-12 00:00:00+00:00,10.68,158.38,357.22,89.58,32.6,816.781877
2016-12-13 00:00:00+00:00,10.54,160.73,361.39,90.48,33.87,830.0953351
2016-12-14 00:00:00+00:00,10.55,154.82,354.59,89.44,31.68,802.1923509
2016-12-15 00:00:00+00:00,10.86,151.39,349.81,89.58,30.91,790.0874315
2016-12-16 00:00:00+00:00,10.66,148.49,350,89.45,31.66,784.943557
2016-12-19 00:00:00+00:00,10.95,146.25,354.49,89.36,31.78,782.2985362
2016-12-20 00:00:00+00:00,11.51,146.98,354.74,89.58,31.66,786.3671131
2016-12-21 00:00:00+00:00,11.47,147.3,350.02,89.13,31.55,784.4531724
2016-12-22 00:00:00+00:00,11.6,145.88,351.04,88.91,31.44,780.9593471
2016-12-23 00:00:00+00:00,11.58,143.98,356.61,89.41,32.46,782.8118611
2016-12-27 00:00:00+00:00,12.07,145.05,356.72,89.51,32.59,788.3244909
2016-12-28 00:00:00+00:00,11.55,143.67,353.86,88.89,32.78,781.7169613
2016-12-29 00:00:00+00:00,11.59,143.93,357.09,89.18,35.27,794.5925585
2016-12-30 00:00:00+00:00,11.34,145.3,357.41,88.78,34.07,791.5102139
2017-01-03 00:00:00+00:00,11.43,145.79,358.72,88.89,34.63,796.0936936
2017-01-04 00:00:00+00:00,11.43,149.41,365.91,89.74,34.96,810.1370077
2017-01-05 00:00:00+00:00,11.24,147.58,369.75,90.56,36.57,813.8156697
2017-01-06 00:00:00+00:00,11.32,147.25,370.49,90.85,35.42,809.0036897
2017-01-09 00:00:00+00:00,11.49,143.43,373.19,90.21,35.36,799.7801072
2017-01-10 00:00:00+00:00,11.44,143.27,370.03,89.5,35.08,796.0494167
2017-01-11 00:00:00+00:00,11.2,145.22,371.58,89.28,34.37,797.2065281
2017-01-12 00:00:00+00:00,10.76,143.58,374.15,89.27,34.47,792.4115353
2017-01-13 00:00:00+00:00,10.58,143.53,374.95,90.54,34.53,793.6403648
2017-01-17 00:00:00+00:00,9.82,141.39,376.13,90.19,35.14,787.5211986
2017-01-18 00:00:00+00:00,9.88,142.03,376.73,90.15,35.26,790.0635201
2017-01-19 00:00:00+00:00,9.77,141.34,381.15,90.25,34.93,787.9839032
2017-01-20 00:00:00+00:00,9.75,143.49,383.27,90.77,35.04,795.1972089
2017-01-23 00:00:00+00:00,9.91,142.86,385.35,91.03,35.88,798.8507239
2017-01-24 00:00:00+00:00,10.44,144.86,389.66,91.2,36.04,808.4791904
2017-01-25 00:00:00+00:00,10.35,145.7,384.43,90.7,34.95,803.2685885
2017-01-26 00:00:00+00:00,10.52,144.47,384.21,89.7,34.19,796.2687444
2017-01-27 00:00:00+00:00,10.67,144.45,382.96,90.05,34.38,797.6982998
2017-01-30 00:00:00+00:00,10.61,151.32,386.37,90.13,34.97,818.7024547
2017-01-31 00:00:00+00:00,10.37,152.36,384.98,89.78,36.28,825.0499975
2017-02-01 00:00:00+00:00,12.06,156.58,381.3,89.08,35.87,839.1203254
2017-02-02 00:00:00+00:00,12.28,154.96,383.08,89.05,36.68,839.9094129
2017-02-03 00:00:00+00:00,12.24,158.13,384.82,90.23,36.76,850.2224815
2017-02-06 00:00:00+00:00,13.63,157.65,381.67,89.69,37.94,858.1960668
2017-02-07 00:00:00+00:00,13.29,160.54,380.64,90.01,37.32,861.5619594
2017-02-08 00:00:00+00:00,13.56,161.49,383.97,89.53,37.85,867.8593094
2017-02-09 00:00:00+00:00,13.42,163.86,385.8,90.82,37.2,872.7591377
2017-02-10 00:00:00+00:00,13.58,167.62,386.45,90.6,37.65,884.8848243
2017-02-13 00:00:00+00:00,13.49,167.32,386.69,91.48,37.38,883.7731144
2017-02-14 00:00:00+00:00,13.26,167.68,382.64,91.05,37.09,880.6335745
2017-02-15 00:00:00+00:00,13.3,170.33,380.76,91.68,37.03,887.4957981
2017-02-16 00:00:00+00:00,12.97,167.9,373.18,92.24,37.57,880.4652377
2017-02-17 00:00:00+00:00,13.13,168.42,374.28,92.53,37.01,880.7959494
2017-02-21 00:00:00+00:00,14,170.91,371.34,93.16,37.44,892.497605
2017-02-22 00:00:00+00:00,14.28,169.42,373.32,93.37,36,884.6291472
2017-02-23 00:00:00+00:00,14.32,169.26,370.85,93.85,35.86,883.5980158
2017-02-24 00:00:00+00:00,14.12,168.03,379.64,94.7,36.08,884.467029
2017-02-27 00:00:00+00:00,15.2,168.96,377.24,94.76,33.97,881.6805779
2017-02-28 00:00:00+00:00,14.46,167.93,376.07,93.77,34.24,875.4608735
2017-03-01 00:00:00+00:00,14.96,169.31,377.99,95.33,34.42,884.4449318
2017-03-02 00:00:00+00:00,13.9,168.2,372.73,94.47,33.6,870.8594597
2017-03-03 00:00:00+00:00,13.03,168.75,375.69,95,34.07,872.2286195
2017-03-06 00:00:00+00:00,13.04,167.19,377.55,94.61,33.01,863.8718097
2017-03-07 00:00:00+00:00,13.05,166.56,375.24,94.47,32.98,861.2549542
2017-03-08 00:00:00+00:00,13.22,166.35,363.43,94.27,32.89,856.9824181
2017-03-09 00:00:00+00:00,13.33,165.3,376.01,94.06,32.6,857.3283135
2017-03-10 00:00:00+00:00,13.91,163.9,379.16,94.44,32.94,859.1480544
2017-03-13 00:00:00+00:00,14.28,163.8,380.32,95.11,33.02,862.0127628
2017-03-14 00:00:00+00:00,14.1,164.29,381.38,94.84,32.4,859.8593461
2017-03-15 00:00:00+00:00,13.98,165.86,383.78,95.35,34.1,872.0393021
2017-03-16 00:00:00+00:00,13.65,166,378.17,94.75,32.81,862.9277404
2017-03-17 00:00:00+00:00,13.49,162.81,375.64,95.1,32.84,853.8630967
2017-03-20 00:00:00+00:00,14.4,162.03,383.57,94.49,33.56,860.5761384
2017-03-21 00:00:00+00:00,13.82,159.29,383.41,93.89,34.03,852.3381641
2017-03-22 00:00:00+00:00,14.1,159.22,387.47,93.71,33.84,853.6132443
2017-03-23 00:00:00+00:00,13.79,158.89,388.05,93.47,33.62,850.410081
2017-03-24 00:00:00+00:00,13.7,158.86,388.09,93.33,33.48,849.1928636
2017-03-27 00:00:00+00:00,13.7,159,384,93.62,33.91,850.4302763
2017-03-28 00:00:00+00:00,13.69,163.7,384.86,93.75,33,858.9393758
2017-03-29 00:00:00+00:00,13.71,162.87,394,94.02,33.19,861.0105983
2017-03-30 00:00:00+00:00,14.05,163.94,397.14,93.92,32.93,864.9527059
2017-03-31 00:00:00+00:00,14.55,163.94,400.37,93.1,32.96,867.1984865
2017-04-03 00:00:00+00:00,14.64,162.97,402.47,92.81,33.89,869.3870581
2017-04-04 00:00:00+00:00,14.16,160.09,399.98,92.73,34.19,860.3893635
2017-04-05 00:00:00+00:00,14.17,159.2,400.04,92.49,34.31,858.3894187
2017-04-06 00:00:00+00:00,13.27,160.63,402.18,92.16,34.17,857.9244366
2017-04-07 00:00:00+00:00,13.52,160.81,401.74,91.97,34.31,859.6536882
2017-04-10 00:00:00+00:00,13.1,161.19,400.93,92.28,34.61,860.2637265
2017-04-11 00:00:00+00:00,13.1,162.62,399.84,93.57,35.13,867.4074988
2017-04-12 00:00:00+00:00,12.76,162.25,399.76,93.91,35.08,865.2193629
2017-04-13 00:00:00+00:00,12.31,161.28,399.11,93.03,34.5,857.0513736
2017-04-17 00:00:00+00:00,12.79,163.94,403.01,94.17,34.59,868.9444194
2017-04-18 00:00:00+00:00,12.95,161.79,402.95,94.42,34.32,863.2736813
2017-04-19 00:00:00+00:00,12.84,162.77,403.96,94.78,33.52,862.6747924
2017-04-20 00:00:00+00:00,13.11,164.58,405.13,95.53,33.67,870.3960149
2017-04-21 00:00:00+00:00,13,163.31,401.84,95.63,34.13,867.7183588
2017-04-24 00:00:00+00:00,13.13,166.45,404.03,96.51,33.71,876.3032908
2017-04-25 00:00:00+00:00,13.49,166.12,406.55,96.63,32.89,874.4416372
2017-04-26 00:00:00+00:00,13.41,165.93,407.33,96.97,32.98,874.6844076
2017-04-27 00:00:00+00:00,13.62,165.67,410.94,97.32,32.91,876.2144298
2017-04-28 00:00:00+00:00,13.3,165.59,417.7,96.92,33.81,880.1860209
2017-05-01 00:00:00+00:00,13.62,155.84,420.18,96.94,32.68,852.650061
2017-05-02 00:00:00+00:00,10.32,154.79,422.86,97.36,33.01,838.8683089
2017-05-03 00:00:00+00:00,10.39,155.31,423.18,97.48,32.69,839.3784694
2017-05-04 00:00:00+00:00,10.1,155.43,424.28,98.04,32.28,837.7727336
2017-05-05 00:00:00+00:00,10.19,154.71,426.25,98.15,32.73,839.0114071
2017-05-08 00:00:00+00:00,10.04,154.04,426.64,97.13,32.68,835.2965342
2017-05-09 00:00:00+00:00,10.18,154,425.91,97.3,32.76,836.1043633
2017-05-10 00:00:00+00:00,10.79,154.04,425.05,97.4,32.95,839.4365663
2017-05-11 00:00:00+00:00,11.07,152.42,428.77,96.65,33.48,839.0024217
2017-05-12 00:00:00+00:00,11.26,153.58,431.07,95.99,33.75,843.8285745
2017-05-15 00:00:00+00:00,11.42,154.75,429.81,96.77,33.87,848.5771498
2017-05-16 00:00:00+00:00,12.75,154.55,427.64,98.38,33.75,854.4862483
2017-05-17 00:00:00+00:00,11.2,151.08,426.97,97.86,34.26,840.4042427
2017-05-18 00:00:00+00:00,11.28,149.51,425.76,98.86,33.31,833.5459662
2017-05-19 00:00:00+00:00,11.41,152.69,426.74,100.64,33.63,846.1363306
2017-05-22 00:00:00+00:00,11.04,153.98,434.68,102.14,33.68,852.5390847
2017-05-23 00:00:00+00:00,10.89,152.66,435.79,103.18,33.05,847.5164385
2017-05-24 00:00:00+00:00,10.89,152.5,440.43,103.25,33.66,851.3009175
2017-05-25 00:00:00+00:00,10.98,154,444.97,105.13,33.43,858.3623608
2017-05-26 00:00:00+00:00,11,153.92,441.22,104.3,34.11,858.8889101
2017-05-30 00:00:00+00:00,11.12,153.02,439.91,105.11,33.97,857.096857
2017-05-31 00:00:00+00:00,11.19,153.85,441.01,106.21,34.15,862.0204903
2017-06-01 00:00:00+00:00,10.93,160.34,436.93,105.11,34.02,874.2296927
2017-06-02 00:00:00+00:00,10.9,161,444.32,105.23,34.03,878.3698963
2017-06-05 00:00:00+00:00,11.24,161.99,444.21,104.97,33.84,881.1548871
2017-06-06 00:00:00+00:00,12.03,159.85,442.31,103.59,35.4,883.3316177
2017-06-07 00:00:00+00:00,12.38,160.51,440.69,103.97,35.51,886.9161353
2017-06-08 00:00:00+00:00,12.9,159.77,440.39,103.9,35.02,884.9409105
2017-06-09 00:00:00+00:00,12.28,162.49,439.21,103.27,34.3,885.0204148
2017-06-12 00:00:00+00:00,12.09,162.15,425.01,103.57,34.38,879.4826777
2017-06-13 00:00:00+00:00,11.96,161.85,430.54,104.21,34.48,881.1897279
2017-06-14 00:00:00+00:00,11.77,163.25,432.1,103.89,33.72,880.8174588
2017-06-15 00:00:00+00:00,11.5,163,433.96,104.39,33.04,877.368543
2017-06-16 00:00:00+00:00,11.44,164.25,427.28,104.79,32.84,877.7972106
2017-06-19 00:00:00+00:00,11.93,166.37,432.22,104.7,32.88,886.9268941
2017-06-20 00:00:00+00:00,12.64,165.62,433.94,104.66,32.84,888.3392575
2017-06-21 00:00:00+00:00,13.98,161.86,436.49,104.94,33.15,886.8901923
2017-06-22 00:00:00+00:00,14.38,162.05,440.29,104.94,33.5,891.7835567
2017-06-23 00:00:00+00:00,14.17,161.27,434.07,105.6,33.81,889.0532451
2017-06-26 00:00:00+00:00,14.08,162.36,438.49,105.37,33.77,892.4237658
2017-06-27 00:00:00+00:00,13.4,162.71,433.65,104.68,33.07,885.0284544
2017-06-28 00:00:00+00:00,13.23,165.94,430.76,105.28,33.04,892.2499963
2017-06-29 00:00:00+00:00,12.6,165.01,421.28,103.7,32.23,878.7077473
2017-06-30 00:00:00+00:00,12.48,165.86,429.16,103.87,32.39,883.815591
2017-07-03 00:00:00+00:00,12.15,168.32,422.76,103.21,31.89,883.6684235
2017-07-05 00:00:00+00:00,13.19,170.29,424.08,103.68,32.68,897.4718203
2017-07-06 00:00:00+00:00,13.02,166.18,418.43,102.62,32.28,881.3955946
2017-07-07 00:00:00+00:00,13.36,169.87,423.3,103.6,32.03,893.9873709
2017-07-10 00:00:00+00:00,13.81,172.71,427.085,103.83,32.53,906.7806618
2017-07-11 00:00:00+00:00,13.89,171.65,431.04,103.91,32.95,907.5849632
2017-07-12 00:00:00+00:00,14.29,174.03,437.11,105.25,33.17,919.9346994
2017-07-13 00:00:00+00:00,13.53,175.15,436.24,104.9,32.94,917.8861739
2017-07-14 00:00:00+00:00,13.92,175.53,437.7,105.2,33.3,922.8868422
2017-07-17 00:00:00+00:00,13.8,176.3,435.48,105.52,33.73,925.8686466
2017-07-18 00:00:00+00:00,13.48,176.99,438.28,105.2,33.71,926.6974899
2017-07-19 00:00:00+00:00,13.55,176.99,440.5,106.15,33.88,929.6329317
2017-07-20 00:00:00+00:00,13.8,177.91,441.21,106.45,33.92,933.812865
2017-07-21 00:00:00+00:00,13.88,178.35,441.44,106.19,34.39,937.0270008
2017-07-24 00:00:00+00:00,14.16,179.05,441.6,106.19,33.9,937.9525983
2017-07-25 00:00:00+00:00,14.11,181.46,436.96,106.48,36.24,952.7525033
2017-07-26 00:00:00+00:00,14.76,181.59,440.04,106.69,36.96,960.1583527
2017-07-27 00:00:00+00:00,14.12,178.84,442.87,106.69,36.44,949.1362142
2017-07-28 00:00:00+00:00,13.95,178.65,447.9,107.08,37.06,952.699673
2017-07-31 00:00:00+00:00,13.61,185.83,450.73,107.32,37.17,971.2793038
2017-08-01 00:00:00+00:00,13.71,180.64,453.08,107.38,36.98,958.4777477
2017-08-02 00:00:00+00:00,13.37,180.67,455.47,105.69,36.87,955.2947084
2017-08-03 00:00:00+00:00,13.24,180.18,449.36,105.9,36.59,950.5904916
2017-08-04 00:00:00+00:00,13.12,180.64,445.58,106.03,36.15,948.3219723
2017-08-07 00:00:00+00:00,13.43,180.63,444.23,106.62,36.17,949.9953564
2017-08-08 00:00:00+00:00,13.11,181.56,441.53,106.58,35.74,948.2611388
2017-08-09 00:00:00+00:00,12.83,180.53,447.81,106.37,36.1,947.7546538
2017-08-10 00:00:00+00:00,12.12,175.42,439.48,106.07,36.44,930.1023926
2017-08-11 00:00:00+00:00,12.23,175.23,438.39,105.74,36.53,929.6973189
2017-08-14 00:00:00+00:00,12.76,178.39,449.49,106.35,36.02,942.1737531
2017-08-15 00:00:00+00:00,13.02,178.9,448.33,106.51,35.77,943.3301349
2017-08-16 00:00:00+00:00,12.63,178.39,454.79,101.59,36.13,937.8108731
2017-08-17 00:00:00+00:00,12.34,173,451.55,98.72,36.05,917.8268548
2017-08-18 00:00:00+00:00,12.37,172.84,450,98.44,35.83,915.7516315
2017-08-21 00:00:00+00:00,12.05,172.05,450.29,99.3,36.61,916.8953094
2017-08-22 00:00:00+00:00,12.17,175.4,456.29,100.4,36.5,928.8064828
2017-08-23 00:00:00+00:00,12.48,174.19,461.8,100.33,36.98,930.7669395
2017-08-24 00:00:00+00:00,12.5,174.73,463.53,99.58,36.82,931.1602261
2017-08-25 00:00:00+00:00,12.43,174.88,466.19,100.08,36.99,933.4637376
2017-08-28 00:00:00+00:00,12.23,173.99,462.91,100.48,38.3,935.3880809
2017-08-29 00:00:00+00:00,12.15,173.88,466.24,101.08,38.04,935.4919384
2017-08-30 00:00:00+00:00,12.67,174.04,465.67,101.56,38.06,938.5976412
2017-08-31 00:00:00+00:00,13,176.69,468.41,103.07,38.34,950.735828
2017-09-01 00:00:00+00:00,13.19,177.11,465.96,102.55,38.66,952.5281695
2017-09-05 00:00:00+00:00,12.92,174.41,463.49,101.81,38.75,943.1528501
2017-09-06 00:00:00+00:00,12.86,172.99,463.52,101.49,38.38,937.3020184
2017-09-07 00:00:00+00:00,12.63,172.69,464.82,101.8,39.6,941.5881338
2017-09-08 00:00:00+00:00,12.25,173.31,462,101.97,39.31,939.6335795
2017-09-11 00:00:00+00:00,12.55,177.25,474.42,102.5,38.22,950.9803204
2017-09-12 00:00:00+00:00,12.3,178.83,468.38,102.64,38.35,952.739158
2017-09-13 00:00:00+00:00,12.22,177.25,458.87,102.1,37.88,942.6084076
2017-09-14 00:00:00+00:00,12.26,178.57,454.91,102.02,38.06,945.5342432
2017-09-15 00:00:00+00:00,12.52,179.87,455.31,101.74,37.85,948.8275266
2017-09-18 00:00:00+00:00,13.08,182.61,450.15,102.41,37.78,957.0584913
2017-09-19 00:00:00+00:00,13.12,182.4,453.04,102.23,38.09,958.7221491
2017-09-20 00:00:00+00:00,13.74,183.16,449.24,101.58,37.63,959.2630626
2017-09-21 00:00:00+00:00,13.41,184.18,446.57,102.03,37.43,959.3257851
2017-09-22 00:00:00+00:00,13.3,184.97,441.66,102.26,37.89,961.5461873
2017-09-25 00:00:00+00:00,12.61,186.79,437.21,101.49,38.63,964.0357873
2017-09-26 00:00:00+00:00,12.45,185.79,434.42,101.18,37.97,956.6982776
2017-09-27 00:00:00+00:00,12.74,188.45,441.93,101.74,37.21,964.5963204
2017-09-28 00:00:00+00:00,12.74,189.39,441.72,102.62,37.62,969.7874546
2017-09-29 00:00:00+00:00,12.75,189.83,446.3,102.79,37.51,972.1771262
2017-10-02 00:00:00+00:00,12.71,192.6,444.48,102.84,37.88,980.1335213
2017-10-03 00:00:00+00:00,13.42,192.87,442.36,103.63,38.23,985.6197024
2017-10-04 00:00:00+00:00,13.31,195.08,442.97,103.92,38.08,990.7187028
2017-10-05 00:00:00+00:00,13.34,195.22,445.42,103.87,37.95,991.3760034
2017-10-06 00:00:00+00:00,13.23,194.62,448.83,104.41,38.06,991.6332372
2017-10-09 00:00:00+00:00,13.47,194.12,451.32,105.31,38.28,994.2467031
2017-10-10 00:00:00+00:00,13.7,195.22,451.89,105.32,37.9,996.5974077
2017-10-11 00:00:00+00:00,13.88,194.56,458.97,104.88,38.08,998.1737498
2017-10-12 00:00:00+00:00,14.2,193.76,464.7,105.18,38.39,1001.034066
2017-10-13 00:00:00+00:00,14.22,193.55,462.82,105.1,38.59,1000.728164
2017-10-16 00:00:00+00:00,14.26,195.3,461.35,104.97,37.99,1002.16198
2017-10-17 00:00:00+00:00,14.16,193.79,461.58,104.35,38.35,998.7171679
2017-10-18 00:00:00+00:00,14.07,195.46,471.23,104.16,37.86,1003.386741
2017-10-19 00:00:00+00:00,13.95,195.72,470.55,105.47,37.84,1004.89009
2017-10-20 00:00:00+00:00,13.81,197.54,468.76,105.78,37.79,1008.543945
2017-10-23 00:00:00+00:00,14.1,195.85,458.81,106.4,37.37,1001.224594
2017-10-24 00:00:00+00:00,14.25,195.59,462.97,106.04,37.13,1001.058881
2017-10-25 00:00:00+00:00,12.33,189.13,457.93,106.92,36.77,974.4224291
2017-10-26 00:00:00+00:00,12.01,190.99,454.2,108.84,35.81,974.9351083
2017-10-27 00:00:00+00:00,11.84,190.68,456.51,110.44,35.8,976.1472998
2017-10-30 00:00:00+00:00,10.89,185.5,459.73,110.54,36.23,961.9259166
2017-10-31 00:00:00+00:00,10.99,186.5,463.5,110.13,36.16,965.3024224
2017-11-01 00:00:00+00:00,10.8,186.11,467.06,109.76,35.69,962.1833469
